Left_ID,Right_ID,Left_Text,Right_Text,Label,Dataset
4807,2638, [COL] title [VAL] Turkey Farmer [COL] episodeNumber [VAL] 4.0 [COL] seasonNumber [VAL] 2.0 [COL] startYear [VAL] 2006-01-01 [COL] genre_list [VAL] Reality-TV [COL] runtimeMinutes [VAL] 43.0," [COL] title [VAL] Turkey Inseminator [COL] abstract [VAL] Making a home energy efficient by improving insulation, turkey artificial insemination, viewer mail, car crusher [COL] episodeNumber [VAL] 11.0 [COL] seasonNumber [VAL] 4.0 [COL] releaseDate [VAL] 2008-05-12",0,D6
162,6779, [COL] title [VAL] Super Dirty [COL] episodeNumber [VAL] 2.0 [COL] seasonNumber [VAL] 2.0 [COL] startYear [VAL] 2006-01-01 [COL] genre_list [VAL] Reality-TV, [COL] title [VAL] Super Rider III ~ Sponge Bridge II [COL] episodeNumber [VAL] 50.0 [COL] seasonNumber [VAL] 1.0 [COL] releaseDate [VAL] 2008-02-03,0,D6
837,8," [COL] name [VAL] Susan Sisko [COL] primaryProfessions [VAL] writer,producer", [COL] name [VAL] Sean Whitesell [COL] job [VAL] writers,0,D6
1850,1033," [COL] name [VAL] Craig Anton [COL] birthYear [VAL] 1962-01-01 [COL] primaryProfessions [VAL] actor,writer,producer", [COL] name [VAL] Craig Anton [COL] job [VAL] guestStars,1,D6
3002,4471," [COL] name [VAL] Dean Parisot [COL] primaryProfessions [VAL] director,producer,writer", [COL] name [VAL] John Peyser [COL] job [VAL] directors,0,D6
2099,5244," [COL] name [VAL] Jan Sterling [COL] deathYear [VAL] 2004-01-01 [COL] birthYear [VAL] 1921-01-01 [COL] primaryProfessions [VAL] actress,soundtrack", [COL] name [VAL] Jan Sterling [COL] job [VAL] guestStars,1,D6
1588,575, [COL] name [VAL] Elizabeth Bennett [COL] birthYear [VAL] 1944-01-01 [COL] primaryProfessions [VAL] actress, [COL] name [VAL] Elizabeth Rider [COL] job [VAL] actor,0,D6
569,3508, [COL] title [VAL] Judith [COL] episodeNumber [VAL] 17.0 [COL] seasonNumber [VAL] 1.0 [COL] startYear [VAL] 1960-01-01 [COL] genre_list [VAL] Adventure [COL] runtimeMinutes [VAL] 60.0, [COL] title [VAL] Judith [COL] episodeNumber [VAL] 17.0 [COL] seasonNumber [VAL] 1.0 [COL] releaseDate [VAL] 1960-02-01,1,D6
1956,251," [COL] name [VAL] Greg Appel [COL] primaryProfessions [VAL] director,producer,miscellaneous", [COL] name [VAL] Michael Glawogger [COL] job [VAL] director,0,D6
2274,4615, [COL] title [VAL] Bio-Diesel Man [COL] episodeNumber [VAL] 11.0 [COL] seasonNumber [VAL] 1.0 [COL] startYear [VAL] 2005-01-01 [COL] genre_list [VAL] Reality-TV [COL] runtimeMinutes [VAL] 44.0," [COL] title [VAL] Bio-Diesel Man [COL] abstract [VAL] Mike goes to Washington and helps build a house out of cob, which is basically a combination of sand, clay, and straw.Mike then heads to California and works alongside Dave the bee man to get rid of some bee's infesting a church.Finally, Mike goes back to Washington and helps clean out the old oil from a deep fryer at a Mexican restaurant and then recycle the oil into fuel or bio-diesel. [COL] episodeNumber [VAL] 11.0 [COL] seasonNumber [VAL] 1.0 [COL] releaseDate [VAL] 2005-10-25",1,D6
2652,5355, [COL] name [VAL] Kiyoshi Kobayashi [COL] birthYear [VAL] 1933-01-01 [COL] primaryProfessions [VAL] actor, [COL] name [VAL] Ryouko Shiraishi [COL] job [VAL] actor,0,D6
3710,5315, [COL] name [VAL] Gil Filar [COL] birthYear [VAL] 1986-01-01 [COL] primaryProfessions [VAL] actor, [COL] name [VAL] Gil Grail [COL] job [VAL] guestStars,0,D6
3773,7717, [COL] title [VAL] Those at the Top [COL] episodeNumber [VAL] 28.0 [COL] seasonNumber [VAL] 8.0 [COL] startYear [VAL] 1961-01-01 [COL] genre_list [VAL] Drama [COL] runtimeMinutes [VAL] 30.0, [COL] episodeNumber [VAL] 1.0 [COL] seasonNumber [VAL] 1.0 [COL] releaseDate [VAL] 1972-02-06,0,D6
4949,520," [COL] title [VAL] Die Abenteuer des braven Soldaten Schwejk [COL] startYear [VAL] 1972-01-01 [COL] genre_list [VAL] Comedy,War [COL] runtimeMinutes [VAL] 60.0"," [COL] title [VAL] Braunschlag [COL] abstract [VAL] To save his town Braunschlag from bankruptcy, the mayor decides to fake a Marian apparition. This black-humored farce revolves around greed, corruption, churchianity and alcohol. [COL] releaseDate [VAL] 2012-09-01",0,D6
2245,3769," [COL] name [VAL] Ina Balin [COL] deathYear [VAL] 1990-01-01 [COL] birthYear [VAL] 1937-01-01 [COL] primaryProfessions [VAL] actress,writer,producer", [COL] name [VAL] Ina Balin [COL] job [VAL] guestStars,1,D6
1755,6715," [COL] name [VAL] Paul Alexandro [COL] primaryProfessions [VAL] actor,producer,writer", [COL] name [VAL] Brian Alexander [COL] job [VAL] writers,0,D6
4778,1074," [COL] title [VAL] Black Maps and Motel Rooms [COL] episodeNumber [VAL] 7.0 [COL] seasonNumber [VAL] 2.0 [COL] startYear [VAL] 2015-01-01 [COL] genre_list [VAL] Crime,Drama,Mystery [COL] runtimeMinutes [VAL] 64.0"," [COL] title [VAL] Full Moon [COL] abstract [VAL] Kellerman and Lewis (with Brodie) investigate a shooting at the New Moon motel, where everyone there has a motive for the crime. They split up and canvass the denizens of the motel; Lewis also searches for the victim's missing boot. The murder is just one of the many crimes that has occurred or is occurring at this establishment. [COL] episodeNumber [VAL] 17.0 [COL] seasonNumber [VAL] 4.0 [COL] releaseDate [VAL] 1996-04-05",0,D6
4365,519," [COL] name [VAL] Stephen Ouimette [COL] primaryProfessions [VAL] actor,soundtrack", [COL] name [VAL] David Opatoshu [COL] job [VAL] guestStars,0,D6
3598,3470," [COL] name [VAL] James Tolkan [COL] birthYear [VAL] 1931-01-01 [COL] primaryProfessions [VAL] actor,director", [COL] name [VAL] Zeljko Ivanek [COL] job [VAL] actor,0,D6
2291,5082," [COL] name [VAL] Jun Pereira [COL] primaryProfessions [VAL] cinematographer,camera_department,director", [COL] name [VAL] Jeremy Podeswa [COL] job [VAL] director,0,D6
1311,4172," [COL] name [VAL] Frantz Herman [COL] primaryProfessions [VAL] actor,writer", [COL] name [VAL] Zach Galifianakis [COL] job [VAL] writers,0,D6
4463,4251, [COL] title [VAL] The Lakes [COL] endYear [VAL] 1999-01-01 [COL] startYear [VAL] 1997-01-01 [COL] genre_list [VAL] Drama [COL] runtimeMinutes [VAL] 374.0," [COL] title [VAL] The Lakes [COL] abstract [VAL] Doom-laden but compelling BBC1 drama series embracing sex, death and Catholic guilt, set in a small community in the Lake District. The first four-part series centred on newcomer Danny Kavanagh; the second 10-part series featured other characters in the community. [COL] releaseDate [VAL] 1997-09-14",1,D6
1889,758," [COL] name [VAL] Cecil Kellaway [COL] deathYear [VAL] 1973-01-01 [COL] birthYear [VAL] 1890-01-01 [COL] primaryProfessions [VAL] actor,soundtrack,writer", [COL] name [VAL] Cecil Kellaway [COL] job [VAL] guestStars,1,D6
3435,3378," [COL] name [VAL] Maury Chaykin [COL] deathYear [VAL] 2010-01-01 [COL] birthYear [VAL] 1949-01-01 [COL] primaryProfessions [VAL] actor,miscellaneous,assistant_director"," [COL] title [VAL] Michael Cera [COL] abstract [VAL] Zach puts Michael Cera, the Superbad and Juno star in the hot seat for this special Comedy Death-Ray interview. [COL] episodeNumber [VAL] 1.0 [COL] seasonNumber [VAL] 1.0 [COL] releaseDate [VAL] 2008-01-04",0,D6
64,3063, [COL] title [VAL] Sink or Swim [COL] episodeNumber [VAL] 11.0 [COL] seasonNumber [VAL] 2.0 [COL] startYear [VAL] 1960-01-01 [COL] genre_list [VAL] Adventure [COL] runtimeMinutes [VAL] 48.0, [COL] title [VAL] Open for Diving [COL] episodeNumber [VAL] 1.0 [COL] seasonNumber [VAL] 2.0 [COL] releaseDate [VAL] 1960-10-03,0,D6
2338,71," [COL] name [VAL] Alyson Court [COL] birthYear [VAL] 1973-01-01 [COL] primaryProfessions [VAL] actress,miscellaneous,casting_director", [COL] name [VAL] Alyson Lyon [COL] job [VAL] guestStars,0,D6
4669,5333, [COL] name [VAL] Ross Elliott [COL] deathYear [VAL] 1999-01-01 [COL] birthYear [VAL] 1917-01-01 [COL] primaryProfessions [VAL] actor, [COL] name [VAL] John Ross Bowie [COL] job [VAL] actor,0,D6
4793,1827," [COL] name [VAL] Nina Wadia [COL] birthYear [VAL] 1968-01-01 [COL] primaryProfessions [VAL] actress,writer,producer", [COL] name [VAL] Nina Proll [COL] job [VAL] actor,0,D6
2196,330, [COL] title [VAL] The Corpse-Sniffing Dog [COL] episodeNumber [VAL] 7.0 [COL] seasonNumber [VAL] 3.0 [COL] startYear [VAL] 2002-01-01 [COL] genre_list [VAL] Comedy [COL] runtimeMinutes [VAL] 29.0," [COL] title [VAL] The Korean Bookie [COL] abstract [VAL] Larry has his jacket borrowed without permission, but he manages to end up the bad guy. Meanwhile, his investigation into what happened to Jeff's missing dog, Oscar, leads him to suspect his Korean bookie. [COL] episodeNumber [VAL] 9.0 [COL] seasonNumber [VAL] 5.0 [COL] releaseDate [VAL] 2005-11-27",0,D6
1888,7409, [COL] name [VAL] Ilse Radtke [COL] primaryProfessions [VAL] editor," [COL] title [VAL] Kame of Isbister, Shetland Islands [COL] episodeNumber [VAL] 2.0 [COL] seasonNumber [VAL] 1.0",0,D6
4719,901, [COL] name [VAL] John Gilbert [COL] primaryProfessions [VAL] actor, [COL] name [VAL] Gilbert Gottfried [COL] job [VAL] guestStars,0,D6
2752,3220," [COL] name [VAL] Daniel Minahan [COL] primaryProfessions [VAL] director,producer,writer", [COL] name [VAL] Daniel Sackheim [COL] job [VAL] director,0,D6
1612,1068, [COL] name [VAL] Alexander Hegarth [COL] deathYear [VAL] 1984-01-01 [COL] birthYear [VAL] 1923-01-01 [COL] primaryProfessions [VAL] actor, [COL] name [VAL] Antonie Hegerl?kova [COL] job [VAL] actor,0,D6
3193,635," [COL] title [VAL] Strangled, Not Stirred [COL] episodeNumber [VAL] 19.0 [COL] seasonNumber [VAL] 6.0 [COL] startYear [VAL] 1998-01-01 [COL] genre_list [VAL] Crime,Drama,Mystery"," [COL] title [VAL] Strangled, Not Stirred [COL] abstract [VAL] Ballard and Gharty investigate the deaths of two single women who were bought drinks by a married couple. The victims were stunned and then strangled. The other detectives receive detailed information that helps them close the open Mahoney drug shootings. Their helpful informant turns out to be Lewis, who has a hearing coming up Ballard and Gharty get their suspect in the box and he claims to be the one to stun the victims, but his wife actually did the strangulation. Ballard is skeptical about the woman's involvement, but the evidence points to the couple. [COL] episodeNumber [VAL] 19.0 [COL] seasonNumber [VAL] 6.0 [COL] releaseDate [VAL] 1998-04-10",1,D6
2031,5229, [COL] name [VAL] Aidan McArdle [COL] birthYear [VAL] 1970-01-01 [COL] primaryProfessions [VAL] actor, [COL] name [VAL] Gardner McKay [COL] job [VAL] actor,0,D6
1731,530, [COL] name [VAL] John Tucker Battle [COL] deathYear [VAL] 1962-01-01 [COL] birthYear [VAL] 1902-01-01 [COL] primaryProfessions [VAL] writer," [COL] title [VAL] Chaucer-Ted Hughes, 1384-1984 [COL] abstract [VAL] A sweeping introduction to English-language poetry. Featured performers: Peggy Ashcroft, Cyril Cusack, Nicholas Gecks, Julian Glover, Lee Remick, Ian Richardson, Gary Watson. [COL] episodeNumber [VAL] 1.0 [COL] seasonNumber [VAL] 1.0 [COL] releaseDate [VAL] 1984-05-02",0,D6
4854,2849," [COL] name [VAL] Mario Pardo [COL] birthYear [VAL] 1944-01-01 [COL] primaryProfessions [VAL] actor,special_effects,art_director", [COL] name [VAL] Mario Pardo [COL] job [VAL] actor,1,D6
1895,7786, [COL] title [VAL] The Black Swan [COL] episodeNumber [VAL] 7.0 [COL] seasonNumber [VAL] 7.0 [COL] startYear [VAL] 2009-01-01 [COL] genre_list [VAL] Comedy [COL] runtimeMinutes [VAL] 29.0, [COL] title [VAL] The Black Swan [COL] abstract [VAL] Larry has bad luck on the same golf hole twice. [COL] episodeNumber [VAL] 7.0 [COL] seasonNumber [VAL] 7.0 [COL] releaseDate [VAL] 2009-11-01,1,D6
3306,774, [COL] name [VAL] Rose Abdoo [COL] birthYear [VAL] 1962-01-01 [COL] primaryProfessions [VAL] actress, [COL] name [VAL] Rose Crisman [COL] job [VAL] guestStars,0,D6
1425,6709, [COL] name [VAL] Pio Del Rio," [COL] title [VAL] R-O-- ROLL M-O-- MODEL [COL] abstract [VAL] JJ challenges Maya’s mentoring tactics when she takes a father and his young son with special needs under her wing. Dylan and Ray attend a teen support group for all the wrong reasons. Meanwhile, Jimmy’s gorgeous new TV sets him on a journey for self-betterment. [COL] episodeNumber [VAL] 10.0 [COL] seasonNumber [VAL] 3.0 [COL] releaseDate [VAL] 2019-01-11",0,D6
1562,1169, [COL] title [VAL] Jobs That Bite Harder [COL] episodeNumber [VAL] 17.0 [COL] seasonNumber [VAL] 2.0 [COL] startYear [VAL] 2006-01-01 [COL] genre_list [VAL] Reality-TV," [COL] title [VAL] Plumber [COL] abstract [VAL] Plumber, drilling mud, Rough necker (oil drilling) [COL] episodeNumber [VAL] 5.0 [COL] seasonNumber [VAL] 2.0 [COL] releaseDate [VAL] 2006-03-14",0,D6
791,5097," [COL] title [VAL] Rapacity in Blue [COL] episodeNumber [VAL] 4.0 [COL] seasonNumber [VAL] 6.0 [COL] startYear [VAL] 2016-01-01 [COL] genre_list [VAL] Action,Adventure,Animation [COL] runtimeMinutes [VAL] 22.0", [COL] title [VAL] Rapacity In Blue [COL] abstract [VAL] A supervillain attacks the Ventures. [COL] episodeNumber [VAL] 4.0 [COL] seasonNumber [VAL] 6.0 [COL] releaseDate [VAL] 2016-02-22,1,D6
3259,2885," [COL] name [VAL] Dave Ingham [COL] primaryProfessions [VAL] writer,production_manager,miscellaneous", [COL] name [VAL] David A. Goodman [COL] job [VAL] writers,0,D6
4885,1827, [COL] name [VAL] Nina Min-Lien van Hofsloot [COL] primaryProfessions [VAL] actress, [COL] name [VAL] Nina Proll [COL] job [VAL] actor,0,D6
2983,7179, [COL] title [VAL] Funkhouser's Crazy Sister [COL] episodeNumber [VAL] 1.0 [COL] seasonNumber [VAL] 7.0 [COL] startYear [VAL] 2009-01-01 [COL] genre_list [VAL] Comedy [COL] runtimeMinutes [VAL] 29.0, [COL] title [VAL] The Accidental Text on Purpose [COL] abstract [VAL] Larry invents a clever ploy for getting his friends out of relationship jams; Larry upsets Funkhouser's new girlfriend. [COL] episodeNumber [VAL] 6.0 [COL] seasonNumber [VAL] 9.0 [COL] releaseDate [VAL] 2017-11-05,0,D6
3580,1121, [COL] title [VAL] Denise Handicap [COL] episodeNumber [VAL] 5.0 [COL] seasonNumber [VAL] 7.0 [COL] startYear [VAL] 2009-01-01 [COL] genre_list [VAL] Comedy [COL] runtimeMinutes [VAL] 28.0, [COL] title [VAL] Hand Walk III ~ Bamboo Derby II [COL] episodeNumber [VAL] 36.0 [COL] seasonNumber [VAL] 1.0 [COL] releaseDate [VAL] 2008-02-03,0,D6
654,4025," [COL] title [VAL] A Nero Wolfe Mystery [COL] endYear [VAL] 2002-01-01 [COL] startYear [VAL] 2001-01-01 [COL] genre_list [VAL] Action,Drama,Mystery [COL] runtimeMinutes [VAL] 46.0"," [COL] title [VAL] Nero Wolfe (2001) [COL] abstract [VAL] Genius detective Nero Wolfe and his right-hand man, Archie Goodwin, solve seemingly impossible crimes. [COL] releaseDate [VAL] 2001-04-01",1,D6
1251,471," [COL] name [VAL] Eugene Lee [COL] primaryProfessions [VAL] actor,miscellaneous,writer", [COL] name [VAL] Eugene Lee [COL] job [VAL] writers,1,D6
760,4413," [COL] name [VAL] James Neilson [COL] deathYear [VAL] 1979-01-01 [COL] birthYear [VAL] 1909-01-01 [COL] primaryProfessions [VAL] director,writer,actor", [COL] name [VAL] James Neilson [COL] job [VAL] directors,0,D6
4997,7788, [COL] title [VAL] Beachhead [COL] episodeNumber [VAL] 34.0 [COL] seasonNumber [VAL] 2.0 [COL] startYear [VAL] 1961-01-01 [COL] genre_list [VAL] Adventure [COL] runtimeMinutes [VAL] 60.0, [COL] title [VAL] Beached [COL] episodeNumber [VAL] 29.0 [COL] seasonNumber [VAL] 1.0 [COL] releaseDate [VAL] 1960-05-02,0,D6
4211,2512," [COL] name [VAL] Jay Tobias [COL] primaryProfessions [VAL] assistant_director,director,producer", [COL] name [VAL] George Tobias [COL] job [VAL] actor,0,D6
69,1213," [COL] name [VAL] Doc Hammer [COL] primaryProfessions [VAL] visual_effects,actor,writer", [COL] name [VAL] Doc Hammer [COL] job [VAL] actor,1,D6
2031,3007, [COL] name [VAL] Aidan McArdle [COL] birthYear [VAL] 1970-01-01 [COL] primaryProfessions [VAL] actor, [COL] name [VAL] Scoot McNairy [COL] job [VAL] actor,0,D6
4270,7209," [COL] name [VAL] Mitchell Leisen [COL] deathYear [VAL] 1972-01-01 [COL] birthYear [VAL] 1898-01-01 [COL] primaryProfessions [VAL] director,art_director,costume_designer", [COL] name [VAL] Dieter Lemmel [COL] job [VAL] director,0,D6
5059,1807, [COL] name [VAL] Patricia Breslin [COL] deathYear [VAL] 2011-01-01 [COL] birthYear [VAL] 1931-01-01 [COL] primaryProfessions [VAL] actress, [COL] name [VAL] Patricia Owens [COL] job [VAL] guestStars,0,D6
1463,961, [COL] name [VAL] Emil Knudsen [COL] primaryProfessions [VAL] actor, [COL] name [VAL] Kevin Dunn [COL] job [VAL] actor,0,D6
816,4104, [COL] name [VAL] Paola Mart?nez [COL] birthYear [VAL] 1973-01-01 [COL] primaryProfessions [VAL] actress," [COL] title [VAL] Mother of All Murders  [COL] abstract [VAL] The murder of Isabelle Pedrosa, who was killed while husband Miguel was serving time in prison facing domestic violence charges in December 2002. It transpired her 17-year-old daughter Linda and the teenager's boyfriend Antoine Wright struck her on the head and then strangled her so they could spend more time together [COL] episodeNumber [VAL] 10.0 [COL] seasonNumber [VAL] 2.0 [COL] releaseDate [VAL] 2015-02-07",0,D6
4178,726, [COL] title [VAL] Act of Piracy [COL] episodeNumber [VAL] 18.0 [COL] seasonNumber [VAL] 2.0 [COL] startYear [VAL] 1961-01-01 [COL] genre_list [VAL] Adventure [COL] runtimeMinutes [VAL] 60.0, [COL] title [VAL] Act of Piracy [COL] episodeNumber [VAL] 18.0 [COL] seasonNumber [VAL] 2.0 [COL] releaseDate [VAL] 1961-02-13,1,D6
2291,3665," [COL] name [VAL] Jun Pereira [COL] primaryProfessions [VAL] cinematographer,camera_department,director", [COL] name [VAL] Jeremy Podeswa [COL] job [VAL] directors,0,D6
